UID          PID    PPID  C STIME TTY          TIME CMD
ghansham   12004   11951  0 14:22 ?        00:00:12 /snap/brave/165/opt/brave.com/brave/brave --type=renderer --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --extension-process --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=1997813013417036756 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --launch-time-ticks=3138758744 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
ghansham   12045   11951 12 14:22 ?        00:02:43 /snap/brave/165/opt/brave.com/brave/brave --type=renderer --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=1997813013417036756 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --launch-time-ticks=3138863459 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
ghansham   12062   11951  0 14:22 ?        00:00:01 /snap/brave/165/opt/brave.com/brave/brave --type=renderer --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --extension-process --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=1997813013417036756 --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --launch-time-ticks=3138884916 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
ghansham   12236   11948  9 14:22 ?        00:02:06 /snap/brave/165/opt/brave.com/brave/brave --type=gpu-process --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --change-stack-guard-on-fork=enable --gpu-preferences=WAAAAAAAAAAgAAAIAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAABAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=swiftshader-webgl --shared-files --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
ghansham   12366   11951 15 14:23 ?        00:03:24 /snap/brave/165/opt/brave.com/brave/brave --type=utility --utility-sub-type=media.mojom.CdmServiceBroker --lang=en-GB --service-sandbox-type=cdm --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
ghansham   12371   11938  0 14:23 ?        00:00:04 /snap/brave/165/opt/brave.com/brave/brave --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-GB --service-sandbox-type=none --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072 --enable-crashpad
root       12523       2  0 14:25 ?        00:00:00 [kworker/2:0-events]
ghansham   12976   11951  1 14:30 ?        00:00:12 /snap/brave/165/opt/brave.com/brave/brave --type=renderer --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=1997813013417036756 --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=25 --launch-time-ticks=3628155551 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
root       13015       2  0 14:30 ?        00:00:00 [kworker/5:0-usb_hub_wq]
root       13306       2  0 14:33 ?        00:00:00 [kworker/6:2-pm]
root       13408       2  0 14:34 ?        00:00:00 [kworker/7:1-events]
root       13441       2  0 14:35 ?        00:00:04 [kworker/4:0-events]
root       13504       2  0 14:36 ?        00:00:02 [kworker/u17:3-i915_flip]
root       13510       2  0 14:36 ?        00:00:00 [kworker/0:0-events]
root       13522       2  0 14:37 ?        00:00:00 [kworker/2:2-events]
root       13571       2  0 14:38 ?        00:00:00 [kworker/1:0-events]
root       13601       2  0 14:39 ?        00:00:00 [kworker/3:2-mm_percpu_wq]
root       13690       2  0 14:39 ?        00:00:00 [kworker/6:0-events]
root       13794       2  0 14:40 ?        00:00:00 [kworker/7:0-events]
root       13819       2  0 14:40 ?        00:00:00 [kworker/4:2-events]
ghansham   14124   11951 11 14:44 ?        00:00:06 /snap/brave/165/opt/brave.com/brave/brave --type=renderer --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=1997813013417036756 --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=28 --launch-time-ticks=4433615192 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
ghansham   14145   11951 25 14:44 ?        00:00:13 /snap/brave/165/opt/brave.com/brave/brave --type=renderer --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=1997813013417036756 --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=29 --launch-time-ticks=4435235889 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
ghansham   14162   11951  3 14:44 ?        00:00:01 /snap/brave/165/opt/brave.com/brave/brave --type=renderer --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=1997813013417036756 --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --launch-time-ticks=4438490433 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
ghansham   14177   11951  0 14:44 ?        00:00:00 /snap/brave/165/opt/brave.com/brave/brave --type=renderer --enable-crashpad --crashpad-handler-pid=11940 --enable-crash-reporter=7e76caf3-31c8-4540-9d1a-0f63879f3093, --disable-client-side-phishing-detection --display-capture-permissions-policy-allowed --origin-trial-public-key=bYUKPJoPnCxeNvu72j4EmPuK7tr1PAC7SHh8ld9Mw3E=,fMS4mpO6buLQ/QMd+zJmxzty/VQ6B1EUZqoCU04zoRU= --change-stack-guard-on-fork=enable --brave_session_token=1997813013417036756 --disable-gpu-compositing --lang=en-GB --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=31 --launch-time-ticks=4442648375 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=0,i,3235503103036058324,16686771904629470766,131072
root       14207       2  0 14:44 ?        00:00:00 [kworker/0:1-pm]
root       14225       2  0 14:44 ?        00:00:00 [kworker/5:1-pm]
ghansham   14228    7871  0 14:44 pts/0    00:00:00 ps -eaf
